REF_AREA,TIME_PERIOD,INDICATOR,OBS_VALUE,REF_AREA_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,FREQ,OBS_STATUS,INDICATOR_LABEL
SWE,1960,WB_WDI_NY_GDP_MKTP_CD,1.59E+10,Sweden,USD,US dollars,A,A,GDP (current US$)
CHE,1960,WB_WDI_NY_GDP_MKTP_CD,1.04E+10,Switzerland,USD,US dollars,A,A,GDP (current US$)
SYR,1960,WB_WDI_NY_GDP_MKTP_CD,8.58E+08,Syrian Arab Republic,USD,US dollars,A,A,GDP (current US$)
TZA,1960,WB_WDI_NY_GDP_MKTP_CD,2.65E+09,Tanzania,USD,US dollars,A,A,GDP (current US$)
THA,1960,WB_WDI_NY_GDP_MKTP_CD,2.76E+09,Thailand,USD,US dollars,A,A,GDP (current US$)
TGO,1960,WB_WDI_NY_GDP_MKTP_CD,1.71E+08,Togo,USD,US dollars,A,A,GDP (current US$)
TTO,1960,WB_WDI_NY_GDP_MKTP_CD,5.36E+08,Trinidad and Tobago,USD,US dollars,A,A,GDP (current US$)
TUR,1960,WB_WDI_NY_GDP_MKTP_CD,7.57E+09,Türkiye,USD,US dollars,A,A,GDP (current US$)
UGA,1960,WB_WDI_NY_GDP_MKTP_CD,4.23E+08,Uganda,USD,US dollars,A,A,GDP (current US$)
GBR,1960,WB_WDI_NY_GDP_MKTP_CD,7.32E+10,United Kingdom,USD,US dollars,A,A,GDP (current US$)
USA,1960,WB_WDI_NY_GDP_MKTP_CD,5.42E+11,United States,USD,US dollars,A,A,GDP (current US$)
URY,1960,WB_WDI_NY_GDP_MKTP_CD,1.24E+09,Uruguay,USD,US dollars,A,A,GDP (current US$)
VEN,1960,WB_WDI_NY_GDP_MKTP_CD,7.66E+09,"Venezuela, RB",USD,US dollars,A,A,GDP (current US$)
ZMB,1960,WB_WDI_NY_GDP_MKTP_CD,6.99E+08,Zambia,USD,US dollars,A,A,GDP (current US$)
ZWE,1960,WB_WDI_NY_GDP_MKTP_CD,1.05E+09,Zimbabwe,USD,US dollars,A,A,GDP (current US$)
AFE,1961,WB_WDI_NY_GDP_MKTP_CD,2.50E+10,Eastern & Southern Africa,USD,US dollars,A,A,GDP (current US$)
AFW,1961,WB_WDI_NY_GDP_MKTP_CD,1.27E+10,Western & Central Africa,USD,US dollars,A,A,GDP (current US$)
ARB,1961,WB_WDI_NY_GDP_MKTP_CD,2.00E+10,Arab World,USD,US dollars,A,A,GDP (current US$)
CSS,1961,WB_WDI_NY_GDP_MKTP_CD,1.27E+09,Caribbean small states,USD,US dollars,A,A,GDP (current US$)
EAR,1961,WB_WDI_NY_GDP_MKTP_CD,1.58E+11,Early-demographic dividend,USD,US dollars,A,A,GDP (current US$)
EAS,1961,WB_WDI_NY_GDP_MKTP_CD,1.59E+11,East Asia & Pacific,USD,US dollars,A,A,GDP (current US$)
EAP,1961,WB_WDI_NY_GDP_MKTP_CD,7.12E+10,East Asia & Pacific (excluding high income),USD,US dollars,A,A,GDP (current US$)
TEA,1961,WB_WDI_NY_GDP_MKTP_CD,7.12E+10,East Asia & Pacific (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
EMU,1961,WB_WDI_NY_GDP_MKTP_CD,2.80E+11,Euro area,USD,US dollars,A,A,GDP (current US$)
ECS,1961,WB_WDI_NY_GDP_MKTP_CD,4.70E+11,Europe & Central Asia,USD,US dollars,A,A,GDP (current US$)
EUU,1961,WB_WDI_NY_GDP_MKTP_CD,3.17E+11,European Union,USD,US dollars,A,A,GDP (current US$)
FCS,1961,WB_WDI_NY_GDP_MKTP_CD,3.55E+10,Fragile and conflict affected situations,USD,US dollars,A,A,GDP (current US$)
HPC,1961,WB_WDI_NY_GDP_MKTP_CD,2.26E+10,Heavily indebted poor countries (HIPC),USD,US dollars,A,A,GDP (current US$)
HIC,1961,WB_WDI_NY_GDP_MKTP_CD,1.17E+12,High income,USD,US dollars,A,A,GDP (current US$)
IBD,1961,WB_WDI_NY_GDP_MKTP_CD,3.10E+11,IBRD only,USD,US dollars,A,A,GDP (current US$)
MMR,1964,WB_WDI_NY_GDP_MKTP_CD,4.11E+08,Myanmar,USD,US dollars,A,A,GDP (current US$)
NPL,1964,WB_WDI_NY_GDP_MKTP_CD,4.96E+08,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,1964,WB_WDI_NY_GDP_MKTP_CD,2.02E+10,Netherlands,USD,US dollars,A,A,GDP (current US$)
NZL,1964,WB_WDI_NY_GDP_MKTP_CD,7.34E+09,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,1964,WB_WDI_NY_GDP_MKTP_CD,3.47E+08,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,1964,WB_WDI_NY_GDP_MKTP_CD,5.83E+08,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,1964,WB_WDI_NY_GDP_MKTP_CD,5.55E+09,Nigeria,USD,US dollars,A,A,GDP (current US$)
NOR,1964,WB_WDI_NY_GDP_MKTP_CD,7.21E+09,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,1964,WB_WDI_NY_GDP_MKTP_CD,6.19E+07,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,1964,WB_WDI_NY_GDP_MKTP_CD,5.20E+09,Pakistan,USD,US dollars,A,A,GDP (current US$)
PAN,1964,WB_WDI_NY_GDP_MKTP_CD,7.76E+08,Panama,USD,US dollars,A,A,GDP (current US$)
PNG,1964,WB_WDI_NY_GDP_MKTP_CD,3.05E+08,Papua New Guinea,USD,US dollars,A,A,GDP (current US$)
PRY,1964,WB_WDI_NY_GDP_MKTP_CD,4.08E+08,Paraguay,USD,US dollars,A,A,GDP (current US$)
PER,1964,WB_WDI_NY_GDP_MKTP_CD,4.35E+09,Peru,USD,US dollars,A,A,GDP (current US$)
PHL,1964,WB_WDI_NY_GDP_MKTP_CD,5.95E+09,Philippines,USD,US dollars,A,A,GDP (current US$)
PRT,1964,WB_WDI_NY_GDP_MKTP_CD,4.43E+09,Portugal,USD,US dollars,A,A,GDP (current US$)
PRI,1964,WB_WDI_NY_GDP_MKTP_CD,2.57E+09,Puerto Rico,USD,US dollars,A,A,GDP (current US$)
RWA,1964,WB_WDI_NY_GDP_MKTP_CD,1.30E+08,Rwanda,USD,US dollars,A,A,GDP (current US$)
SAU,1964,WB_WDI_NY_GDP_MKTP_CD,2.37E+09,Saudi Arabia,USD,US dollars,A,A,GDP (current US$)
SEN,1964,WB_WDI_NY_GDP_MKTP_CD,1.19E+09,Senegal,USD,US dollars,A,A,GDP (current US$)
SYC,1964,WB_WDI_NY_GDP_MKTP_CD,1.54E+07,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,1964,WB_WDI_NY_GDP_MKTP_CD,3.72E+08,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,1964,WB_WDI_NY_GDP_MKTP_CD,8.94E+08,Singapore,USD,US dollars,A,A,GDP (current US$)
SOM,1964,WB_WDI_NY_GDP_MKTP_CD,2.30E+08,Federal Republic of Somalia,USD,US dollars,A,A,GDP (current US$)
ZAF,1964,WB_WDI_NY_GDP_MKTP_CD,1.20E+10,South Africa,USD,US dollars,A,A,GDP (current US$)
ESP,1964,WB_WDI_NY_GDP_MKTP_CD,2.20E+10,Spain,USD,US dollars,A,A,GDP (current US$)
LKA,1964,WB_WDI_NY_GDP_MKTP_CD,1.31E+09,Sri Lanka,USD,US dollars,A,A,GDP (current US$)
KNA,1964,WB_WDI_NY_GDP_MKTP_CD,1.34E+07,St. Kitts and Nevis,USD,US dollars,A,A,GDP (current US$)
VCT,1964,WB_WDI_NY_GDP_MKTP_CD,1.48E+07,St. Vincent and the Grenadines,USD,US dollars,A,A,GDP (current US$)
SDN,1964,WB_WDI_NY_GDP_MKTP_CD,1.39E+09,Sudan,USD,US dollars,A,A,GDP (current US$)
SUR,1964,WB_WDI_NY_GDP_MKTP_CD,1.34E+08,Suriname,USD,US dollars,A,A,GDP (current US$)
SWE,1964,WB_WDI_NY_GDP_MKTP_CD,2.27E+10,Sweden,USD,US dollars,A,A,GDP (current US$)
CHE,1964,WB_WDI_NY_GDP_MKTP_CD,1.58E+10,Switzerland,USD,US dollars,A,A,GDP (current US$)
SYR,1964,WB_WDI_NY_GDP_MKTP_CD,1.34E+09,Syrian Arab Republic,USD,US dollars,A,A,GDP (current US$)
MIC,1965,WB_WDI_NY_GDP_MKTP_CD,3.60E+11,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,1965,WB_WDI_NY_GDP_MKTP_CD,7.97E+11,North America,USD,US dollars,A,A,GDP (current US$)
OED,1965,WB_WDI_NY_GDP_MKTP_CD,1.57E+12,OECD members,USD,US dollars,A,A,GDP (current US$)
PST,1965,WB_WDI_NY_GDP_MKTP_CD,1.53E+12,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1965,WB_WDI_NY_GDP_MKTP_CD,3.34E+10,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SAS,1965,WB_WDI_NY_GDP_MKTP_CD,6.80E+10,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1965,WB_WDI_NY_GDP_MKTP_CD,6.80E+10,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1965,WB_WDI_NY_GDP_MKTP_CD,5.05E+10,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1965,WB_WDI_NY_GDP_MKTP_CD,4.83E+10,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1965,WB_WDI_NY_GDP_MKTP_CD,5.05E+10,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1965,WB_WDI_NY_GDP_MKTP_CD,2.36E+11,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,1965,WB_WDI_NY_GDP_MKTP_CD,2.00E+12,World,USD,US dollars,A,A,GDP (current US$)
DZA,1965,WB_WDI_NY_GDP_MKTP_CD,3.14E+09,Algeria,USD,US dollars,A,A,GDP (current US$)
ARG,1965,WB_WDI_NY_GDP_MKTP_CD,2.83E+10,Argentina,USD,US dollars,A,A,GDP (current US$)
AUS,1965,WB_WDI_NY_GDP_MKTP_CD,2.60E+10,Australia,USD,US dollars,A,A,GDP (current US$)
AUT,1965,WB_WDI_NY_GDP_MKTP_CD,1.00E+10,Austria,USD,US dollars,A,A,GDP (current US$)
BHS,1965,WB_WDI_NY_GDP_MKTP_CD,3.00E+08,"Bahamas, The",USD,US dollars,A,A,GDP (current US$)
BGD,1965,WB_WDI_NY_GDP_MKTP_CD,5.91E+09,Bangladesh,USD,US dollars,A,A,GDP (current US$)
BRB,1965,WB_WDI_NY_GDP_MKTP_CD,1.05E+08,Barbados,USD,US dollars,A,A,GDP (current US$)
BEL,1965,WB_WDI_NY_GDP_MKTP_CD,1.76E+10,Belgium,USD,US dollars,A,A,GDP (current US$)
BLZ,1965,WB_WDI_NY_GDP_MKTP_CD,4.01E+07,Belize,USD,US dollars,A,A,GDP (current US$)
BEN,1965,WB_WDI_NY_GDP_MKTP_CD,2.90E+08,Benin,USD,US dollars,A,A,GDP (current US$)
BMU,1965,WB_WDI_NY_GDP_MKTP_CD,9.80E+07,Bermuda,USD,US dollars,A,A,GDP (current US$)
BOL,1965,WB_WDI_NY_GDP_MKTP_CD,6.04E+08,Bolivia,USD,US dollars,A,A,GDP (current US$)
BWA,1965,WB_WDI_NY_GDP_MKTP_CD,4.58E+07,Botswana,USD,US dollars,A,A,GDP (current US$)
BRA,1965,WB_WDI_NY_GDP_MKTP_CD,2.25E+10,Brazil,USD,US dollars,A,A,GDP (current US$)
BRN,1965,WB_WDI_NY_GDP_MKTP_CD,1.14E+08,Brunei Darussalam,USD,US dollars,A,A,GDP (current US$)
BFA,1965,WB_WDI_NY_GDP_MKTP_CD,4.23E+08,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,1965,WB_WDI_NY_GDP_MKTP_CD,1.59E+08,Burundi,USD,US dollars,A,A,GDP (current US$)
CMR,1965,WB_WDI_NY_GDP_MKTP_CD,8.14E+08,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,1965,WB_WDI_NY_GDP_MKTP_CD,5.46E+10,Canada,USD,US dollars,A,A,GDP (current US$)
CAF,1965,WB_WDI_NY_GDP_MKTP_CD,1.51E+08,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,1965,WB_WDI_NY_GDP_MKTP_CD,4.17E+08,Chad,USD,US dollars,A,A,GDP (current US$)
CHL,1965,WB_WDI_NY_GDP_MKTP_CD,6.18E+09,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,1965,WB_WDI_NY_GDP_MKTP_CD,7.06E+10,China,USD,US dollars,A,A,GDP (current US$)
MLI,1967,WB_WDI_NY_GDP_MKTP_CD,2.75E+08,Mali,USD,US dollars,A,A,GDP (current US$)
MRT,1967,WB_WDI_NY_GDP_MKTP_CD,2.83E+08,Mauritania,USD,US dollars,A,A,GDP (current US$)
MUS,1967,WB_WDI_NY_GDP_MKTP_CD,2.38E+08,Mauritius,USD,US dollars,A,A,GDP (current US$)
MEX,1967,WB_WDI_NY_GDP_MKTP_CD,2.66E+10,Mexico,USD,US dollars,A,A,GDP (current US$)
MAR,1967,WB_WDI_NY_GDP_MKTP_CD,3.05E+09,Morocco,USD,US dollars,A,A,GDP (current US$)
MMR,1967,WB_WDI_NY_GDP_MKTP_CD,4.20E+08,Myanmar,USD,US dollars,A,A,GDP (current US$)
NPL,1967,WB_WDI_NY_GDP_MKTP_CD,8.42E+08,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,1967,WB_WDI_NY_GDP_MKTP_CD,2.71E+10,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,1967,WB_WDI_NY_GDP_MKTP_CD,1.80E+08,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,1967,WB_WDI_NY_GDP_MKTP_CD,6.02E+09,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,1967,WB_WDI_NY_GDP_MKTP_CD,6.57E+08,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,1967,WB_WDI_NY_GDP_MKTP_CD,6.66E+08,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,1967,WB_WDI_NY_GDP_MKTP_CD,5.20E+09,Nigeria,USD,US dollars,A,A,GDP (current US$)
NOR,1967,WB_WDI_NY_GDP_MKTP_CD,9.58E+09,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,1967,WB_WDI_NY_GDP_MKTP_CD,1.07E+08,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,1967,WB_WDI_NY_GDP_MKTP_CD,7.46E+09,Pakistan,USD,US dollars,A,A,GDP (current US$)
PAN,1967,WB_WDI_NY_GDP_MKTP_CD,1.03E+09,Panama,USD,US dollars,A,A,GDP (current US$)
PNG,1967,WB_WDI_NY_GDP_MKTP_CD,4.42E+08,Papua New Guinea,USD,US dollars,A,A,GDP (current US$)
PRY,1967,WB_WDI_NY_GDP_MKTP_CD,4.93E+08,Paraguay,USD,US dollars,A,A,GDP (current US$)
PER,1967,WB_WDI_NY_GDP_MKTP_CD,6.19E+09,Peru,USD,US dollars,A,A,GDP (current US$)
PHL,1967,WB_WDI_NY_GDP_MKTP_CD,7.72E+09,Philippines,USD,US dollars,A,A,GDP (current US$)
PRT,1967,WB_WDI_NY_GDP_MKTP_CD,6.00E+09,Portugal,USD,US dollars,A,A,GDP (current US$)
PRI,1967,WB_WDI_NY_GDP_MKTP_CD,3.53E+09,Puerto Rico,USD,US dollars,A,A,GDP (current US$)
RWA,1967,WB_WDI_NY_GDP_MKTP_CD,1.60E+08,Rwanda,USD,US dollars,A,A,GDP (current US$)
SAU,1967,WB_WDI_NY_GDP_MKTP_CD,3.26E+09,Saudi Arabia,USD,US dollars,A,A,GDP (current US$)
SEN,1967,WB_WDI_NY_GDP_MKTP_CD,1.25E+09,Senegal,USD,US dollars,A,A,GDP (current US$)
SYC,1967,WB_WDI_NY_GDP_MKTP_CD,1.66E+07,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,1967,WB_WDI_NY_GDP_MKTP_CD,3.49E+08,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,1967,WB_WDI_NY_GDP_MKTP_CD,1.24E+09,Singapore,USD,US dollars,A,A,GDP (current US$)
SLB,1967,WB_WDI_NY_GDP_MKTP_CD,2.52E+07,Solomon Islands,USD,US dollars,A,A,GDP (current US$)
SOM,1967,WB_WDI_NY_GDP_MKTP_CD,2.72E+08,Federal Republic of Somalia,USD,US dollars,A,A,GDP (current US$)
ISR,1965,WB_WDI_NY_GDP_MKTP_CD,4.33E+09,Israel,USD,US dollars,A,A,GDP (current US$)
ITA,1965,WB_WDI_NY_GDP_MKTP_CD,7.07E+10,Italy,USD,US dollars,A,A,GDP (current US$)
JAM,1965,WB_WDI_NY_GDP_MKTP_CD,9.72E+08,Jamaica,USD,US dollars,A,A,GDP (current US$)
JPN,1965,WB_WDI_NY_GDP_MKTP_CD,9.73E+10,Japan,USD,US dollars,A,A,GDP (current US$)
JOR,1965,WB_WDI_NY_GDP_MKTP_CD,6.00E+08,Jordan,USD,US dollars,A,A,GDP (current US$)
KEN,1965,WB_WDI_NY_GDP_MKTP_CD,9.98E+08,Kenya,USD,US dollars,A,A,GDP (current US$)
KOR,1965,WB_WDI_NY_GDP_MKTP_CD,3.14E+09,"Korea, Rep.",USD,US dollars,A,A,GDP (current US$)
KWT,1965,WB_WDI_NY_GDP_MKTP_CD,2.10E+09,Kuwait,USD,US dollars,A,A,GDP (current US$)
LSO,1965,WB_WDI_NY_GDP_MKTP_CD,5.49E+07,Lesotho,USD,US dollars,A,A,GDP (current US$)
LBR,1965,WB_WDI_NY_GDP_MKTP_CD,2.29E+08,Liberia,USD,US dollars,A,A,GDP (current US$)
LBY,1965,WB_WDI_NY_GDP_MKTP_CD,1.80E+09,Libya,USD,US dollars,A,A,GDP (current US$)
LUX,1965,WB_WDI_NY_GDP_MKTP_CD,9.29E+08,Luxembourg,USD,US dollars,A,A,GDP (current US$)
MDG,1965,WB_WDI_NY_GDP_MKTP_CD,8.34E+08,Madagascar,USD,US dollars,A,A,GDP (current US$)
MYS,1965,WB_WDI_NY_GDP_MKTP_CD,2.96E+09,Malaysia,USD,US dollars,A,A,GDP (current US$)
MRT,1965,WB_WDI_NY_GDP_MKTP_CD,2.55E+08,Mauritania,USD,US dollars,A,A,GDP (current US$)
MUS,1965,WB_WDI_NY_GDP_MKTP_CD,2.30E+08,Mauritius,USD,US dollars,A,A,GDP (current US$)
MEX,1965,WB_WDI_NY_GDP_MKTP_CD,2.18E+10,Mexico,USD,US dollars,A,A,GDP (current US$)
MAR,1965,WB_WDI_NY_GDP_MKTP_CD,2.95E+09,Morocco,USD,US dollars,A,A,GDP (current US$)
MMR,1965,WB_WDI_NY_GDP_MKTP_CD,3.67E+08,Myanmar,USD,US dollars,A,A,GDP (current US$)
NPL,1965,WB_WDI_NY_GDP_MKTP_CD,7.35E+08,Nepal,USD,US dollars,A,A,GDP (current US$)
NLD,1965,WB_WDI_NY_GDP_MKTP_CD,2.27E+10,Netherlands,USD,US dollars,A,A,GDP (current US$)
NCL,1965,WB_WDI_NY_GDP_MKTP_CD,1.60E+08,New Caledonia,USD,US dollars,A,A,GDP (current US$)
NZL,1965,WB_WDI_NY_GDP_MKTP_CD,5.71E+09,New Zealand,USD,US dollars,A,A,GDP (current US$)
NIC,1965,WB_WDI_NY_GDP_MKTP_CD,5.64E+08,Nicaragua,USD,US dollars,A,A,GDP (current US$)
NER,1965,WB_WDI_NY_GDP_MKTP_CD,6.73E+08,Niger,USD,US dollars,A,A,GDP (current US$)
NGA,1965,WB_WDI_NY_GDP_MKTP_CD,5.87E+09,Nigeria,USD,US dollars,A,A,GDP (current US$)
NOR,1965,WB_WDI_NY_GDP_MKTP_CD,8.11E+09,Norway,USD,US dollars,A,A,GDP (current US$)
OMN,1965,WB_WDI_NY_GDP_MKTP_CD,6.33E+07,Oman,USD,US dollars,A,A,GDP (current US$)
PAK,1965,WB_WDI_NY_GDP_MKTP_CD,5.93E+09,Pakistan,USD,US dollars,A,A,GDP (current US$)
PAN,1965,WB_WDI_NY_GDP_MKTP_CD,8.52E+08,Panama,USD,US dollars,A,A,GDP (current US$)
CRI,1963,WB_WDI_NY_GDP_MKTP_CD,5.12E+08,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,1963,WB_WDI_NY_GDP_MKTP_CD,7.61E+08,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
DNK,1963,WB_WDI_NY_GDP_MKTP_CD,8.47E+09,Denmark,USD,US dollars,A,A,GDP (current US$)
DOM,1963,WB_WDI_NY_GDP_MKTP_CD,9.41E+08,Dominican Republic,USD,US dollars,A,A,GDP (current US$)
ECU,1963,WB_WDI_NY_GDP_MKTP_CD,1.82E+09,Ecuador,USD,US dollars,A,A,GDP (current US$)
EGY,1963,WB_WDI_NY_GDP_MKTP_CD,4.19E+09,"Egypt, Arab Rep.",USD,US dollars,A,A,GDP (current US$)
GNQ,1963,WB_WDI_NY_GDP_MKTP_CD,4.43E+07,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
SWZ,1963,WB_WDI_NY_GDP_MKTP_CD,5.41E+07,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,1963,WB_WDI_NY_GDP_MKTP_CD,1.83E+09,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FJI,1963,WB_WDI_NY_GDP_MKTP_CD,1.29E+08,Fiji,USD,US dollars,A,A,GDP (current US$)
FIN,1963,WB_WDI_NY_GDP_MKTP_CD,6.96E+09,Finland,USD,US dollars,A,A,GDP (current US$)
FRA,1963,WB_WDI_NY_GDP_MKTP_CD,8.42E+10,France,USD,US dollars,A,A,GDP (current US$)
GAB,1963,WB_WDI_NY_GDP_MKTP_CD,1.54E+08,Gabon,USD,US dollars,A,A,GDP (current US$)
DEU,1963,WB_WDI_NY_GDP_MKTP_CD,1.12E+11,Germany,USD,US dollars,A,A,GDP (current US$)
GHA,1963,WB_WDI_NY_GDP_MKTP_CD,1.54E+09,Ghana,USD,US dollars,A,A,GDP (current US$)
GRC,1963,WB_WDI_NY_GDP_MKTP_CD,5.81E+09,Greece,USD,US dollars,A,A,GDP (current US$)
GTM,1963,WB_WDI_NY_GDP_MKTP_CD,1.26E+09,Guatemala,USD,US dollars,A,A,GDP (current US$)
GUY,1963,WB_WDI_NY_GDP_MKTP_CD,1.76E+08,Guyana,USD,US dollars,A,A,GDP (current US$)
HTI,1963,WB_WDI_NY_GDP_MKTP_CD,2.95E+08,Haiti,USD,US dollars,A,A,GDP (current US$)
HND,1963,WB_WDI_NY_GDP_MKTP_CD,5.54E+08,Honduras,USD,US dollars,A,A,GDP (current US$)
HKG,1963,WB_WDI_NY_GDP_MKTP_CD,1.94E+09,"Hong Kong SAR, China",USD,US dollars,A,A,GDP (current US$)
ISL,1963,WB_WDI_NY_GDP_MKTP_CD,3.57E+08,Iceland,USD,US dollars,A,A,GDP (current US$)
IND,1963,WB_WDI_NY_GDP_MKTP_CD,4.84E+10,India,USD,US dollars,A,A,GDP (current US$)
IRN,1963,WB_WDI_NY_GDP_MKTP_CD,4.93E+09,"Iran, Islamic Rep.",USD,US dollars,A,A,GDP (current US$)
IRQ,1963,WB_WDI_NY_GDP_MKTP_CD,1.81E+09,Iraq,USD,US dollars,A,A,GDP (current US$)
IRL,1963,WB_WDI_NY_GDP_MKTP_CD,2.51E+09,Ireland,USD,US dollars,A,A,GDP (current US$)
ISR,1963,WB_WDI_NY_GDP_MKTP_CD,3.54E+09,Israel,USD,US dollars,A,A,GDP (current US$)
ITA,1963,WB_WDI_NY_GDP_MKTP_CD,6.00E+10,Italy,USD,US dollars,A,A,GDP (current US$)
JAM,1963,WB_WDI_NY_GDP_MKTP_CD,8.27E+08,Jamaica,USD,US dollars,A,A,GDP (current US$)
JPN,1963,WB_WDI_NY_GDP_MKTP_CD,7.44E+10,Japan,USD,US dollars,A,A,GDP (current US$)
KEN,1963,WB_WDI_NY_GDP_MKTP_CD,9.27E+08,Kenya,USD,US dollars,A,A,GDP (current US$)
OED,1963,WB_WDI_NY_GDP_MKTP_CD,1.32E+12,OECD members,USD,US dollars,A,A,GDP (current US$)
PST,1963,WB_WDI_NY_GDP_MKTP_CD,1.29E+12,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1963,WB_WDI_NY_GDP_MKTP_CD,3.20E+10,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SAS,1963,WB_WDI_NY_GDP_MKTP_CD,5.55E+10,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1963,WB_WDI_NY_GDP_MKTP_CD,5.55E+10,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1963,WB_WDI_NY_GDP_MKTP_CD,4.61E+10,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1963,WB_WDI_NY_GDP_MKTP_CD,4.43E+10,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1963,WB_WDI_NY_GDP_MKTP_CD,4.61E+10,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1963,WB_WDI_NY_GDP_MKTP_CD,1.84E+11,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,1963,WB_WDI_NY_GDP_MKTP_CD,1.67E+12,World,USD,US dollars,A,A,GDP (current US$)
DZA,1963,WB_WDI_NY_GDP_MKTP_CD,2.70E+09,Algeria,USD,US dollars,A,A,GDP (current US$)
ARG,1963,WB_WDI_NY_GDP_MKTP_CD,1.83E+10,Argentina,USD,US dollars,A,A,GDP (current US$)
AUS,1963,WB_WDI_NY_GDP_MKTP_CD,2.16E+10,Australia,USD,US dollars,A,A,GDP (current US$)
AUT,1963,WB_WDI_NY_GDP_MKTP_CD,8.41E+09,Austria,USD,US dollars,A,A,GDP (current US$)
BHS,1963,WB_WDI_NY_GDP_MKTP_CD,2.38E+08,"Bahamas, The",USD,US dollars,A,A,GDP (current US$)
BGD,1963,WB_WDI_NY_GDP_MKTP_CD,5.32E+09,Bangladesh,USD,US dollars,A,A,GDP (current US$)
BRB,1963,WB_WDI_NY_GDP_MKTP_CD,9.99E+07,Barbados,USD,US dollars,A,A,GDP (current US$)
BEL,1963,WB_WDI_NY_GDP_MKTP_CD,1.44E+10,Belgium,USD,US dollars,A,A,GDP (current US$)
BLZ,1963,WB_WDI_NY_GDP_MKTP_CD,3.38E+07,Belize,USD,US dollars,A,A,GDP (current US$)
BEN,1963,WB_WDI_NY_GDP_MKTP_CD,2.54E+08,Benin,USD,US dollars,A,A,GDP (current US$)
BMU,1963,WB_WDI_NY_GDP_MKTP_CD,8.26E+07,Bermuda,USD,US dollars,A,A,GDP (current US$)
BOL,1963,WB_WDI_NY_GDP_MKTP_CD,4.83E+08,Bolivia,USD,US dollars,A,A,GDP (current US$)
BWA,1963,WB_WDI_NY_GDP_MKTP_CD,3.81E+07,Botswana,USD,US dollars,A,A,GDP (current US$)
BRA,1963,WB_WDI_NY_GDP_MKTP_CD,2.33E+10,Brazil,USD,US dollars,A,A,GDP (current US$)
BFA,1963,WB_WDI_NY_GDP_MKTP_CD,3.94E+08,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,1963,WB_WDI_NY_GDP_MKTP_CD,2.33E+08,Burundi,USD,US dollars,A,A,GDP (current US$)
CMR,1963,WB_WDI_NY_GDP_MKTP_CD,7.18E+08,Cameroon,USD,US dollars,A,A,GDP (current US$)
