REF_AREA,TIME_PERIOD,INDICATOR,OBS_VALUE,REF_AREA_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,FREQ,OBS_STATUS,INDICATOR_LABEL
SYC,1968,WB_WDI_NY_GDP_MKTP_CD,1.61E+07,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,1968,WB_WDI_NY_GDP_MKTP_CD,3.30E+08,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,1968,WB_WDI_NY_GDP_MKTP_CD,1.43E+09,Singapore,USD,US dollars,A,A,GDP (current US$)
SLB,1968,WB_WDI_NY_GDP_MKTP_CD,2.81E+07,Solomon Islands,USD,US dollars,A,A,GDP (current US$)
SOM,1968,WB_WDI_NY_GDP_MKTP_CD,2.87E+08,Federal Republic of Somalia,USD,US dollars,A,A,GDP (current US$)
ZAF,1968,WB_WDI_NY_GDP_MKTP_CD,1.71E+10,South Africa,USD,US dollars,A,A,GDP (current US$)
ESP,1968,WB_WDI_NY_GDP_MKTP_CD,3.24E+10,Spain,USD,US dollars,A,A,GDP (current US$)
LKA,1968,WB_WDI_NY_GDP_MKTP_CD,1.80E+09,Sri Lanka,USD,US dollars,A,A,GDP (current US$)
KNA,1968,WB_WDI_NY_GDP_MKTP_CD,1.46E+07,St. Kitts and Nevis,USD,US dollars,A,A,GDP (current US$)
VCT,1968,WB_WDI_NY_GDP_MKTP_CD,1.54E+07,St. Vincent and the Grenadines,USD,US dollars,A,A,GDP (current US$)
LAC,1987,WB_WDI_NY_GDP_MKTP_CD,6.94E+11,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,1987,WB_WDI_NY_GDP_MKTP_CD,7.65E+11,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,1987,WB_WDI_NY_GDP_MKTP_CD,1.42E+11,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,1987,WB_WDI_NY_GDP_MKTP_CD,2.48E+12,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,1987,WB_WDI_NY_GDP_MKTP_CD,8.17E+10,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,1987,WB_WDI_NY_GDP_MKTP_CD,6.74E+11,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,1987,WB_WDI_NY_GDP_MKTP_CD,6.32E+11,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,1987,WB_WDI_NY_GDP_MKTP_CD,4.27E+11,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,1987,WB_WDI_NY_GDP_MKTP_CD,4.24E+11,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,1987,WB_WDI_NY_GDP_MKTP_CD,2.40E+12,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,1987,WB_WDI_NY_GDP_MKTP_CD,5.29E+12,North America,USD,US dollars,A,A,GDP (current US$)
OED,1987,WB_WDI_NY_GDP_MKTP_CD,1.42E+13,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,1987,WB_WDI_NY_GDP_MKTP_CD,2.41E+10,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,1987,WB_WDI_NY_GDP_MKTP_CD,1.99E+09,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,1987,WB_WDI_NY_GDP_MKTP_CD,1.40E+13,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1987,WB_WDI_NY_GDP_MKTP_CD,2.31E+11,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SST,1987,WB_WDI_NY_GDP_MKTP_CD,3.87E+10,Small states,USD,US dollars,A,A,GDP (current US$)
SAS,1987,WB_WDI_NY_GDP_MKTP_CD,3.13E+11,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1987,WB_WDI_NY_GDP_MKTP_CD,3.13E+11,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1987,WB_WDI_NY_GDP_MKTP_CD,3.03E+11,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1987,WB_WDI_NY_GDP_MKTP_CD,2.92E+11,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1987,WB_WDI_NY_GDP_MKTP_CD,3.03E+11,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1987,WB_WDI_NY_GDP_MKTP_CD,1.73E+12,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,1987,WB_WDI_NY_GDP_MKTP_CD,1.75E+13,World,USD,US dollars,A,A,GDP (current US$)
IBT,1972,WB_WDI_NY_GDP_MKTP_CD,8.21E+11,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,1972,WB_WDI_NY_GDP_MKTP_CD,3.42E+10,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,1972,WB_WDI_NY_GDP_MKTP_CD,6.14E+10,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,1972,WB_WDI_NY_GDP_MKTP_CD,9.47E+10,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,1972,WB_WDI_NY_GDP_MKTP_CD,4.31E+11,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,1972,WB_WDI_NY_GDP_MKTP_CD,2.20E+11,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,1972,WB_WDI_NY_GDP_MKTP_CD,1.80E+11,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,1972,WB_WDI_NY_GDP_MKTP_CD,2.04E+11,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,1972,WB_WDI_NY_GDP_MKTP_CD,5.13E+10,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,1972,WB_WDI_NY_GDP_MKTP_CD,6.25E+11,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,1972,WB_WDI_NY_GDP_MKTP_CD,2.76E+10,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,1972,WB_WDI_NY_GDP_MKTP_CD,1.70E+11,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,1972,WB_WDI_NY_GDP_MKTP_CD,9.33E+10,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,1972,WB_WDI_NY_GDP_MKTP_CD,6.73E+10,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,1972,WB_WDI_NY_GDP_MKTP_CD,6.67E+10,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,1972,WB_WDI_NY_GDP_MKTP_CD,6.00E+11,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,1972,WB_WDI_NY_GDP_MKTP_CD,1.39E+12,North America,USD,US dollars,A,A,GDP (current US$)
OED,1972,WB_WDI_NY_GDP_MKTP_CD,3.09E+12,OECD members,USD,US dollars,A,A,GDP (current US$)
PSS,1972,WB_WDI_NY_GDP_MKTP_CD,5.66E+08,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,1972,WB_WDI_NY_GDP_MKTP_CD,3.02E+12,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1972,WB_WDI_NY_GDP_MKTP_CD,5.51E+10,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SST,1972,WB_WDI_NY_GDP_MKTP_CD,6.35E+09,Small states,USD,US dollars,A,A,GDP (current US$)
SAS,1972,WB_WDI_NY_GDP_MKTP_CD,8.14E+10,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1972,WB_WDI_NY_GDP_MKTP_CD,8.14E+10,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1972,WB_WDI_NY_GDP_MKTP_CD,8.57E+10,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1972,WB_WDI_NY_GDP_MKTP_CD,8.21E+10,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1972,WB_WDI_NY_GDP_MKTP_CD,8.57E+10,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1972,WB_WDI_NY_GDP_MKTP_CD,4.30E+11,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,1972,WB_WDI_NY_GDP_MKTP_CD,3.83E+12,World,USD,US dollars,A,A,GDP (current US$)
IDB,1977,WB_WDI_NY_GDP_MKTP_CD,7.90E+10,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,1977,WB_WDI_NY_GDP_MKTP_CD,1.15E+11,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,1977,WB_WDI_NY_GDP_MKTP_CD,1.93E+11,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,1977,WB_WDI_NY_GDP_MKTP_CD,9.30E+11,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,1977,WB_WDI_NY_GDP_MKTP_CD,4.80E+11,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,1977,WB_WDI_NY_GDP_MKTP_CD,4.02E+11,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,1977,WB_WDI_NY_GDP_MKTP_CD,4.52E+11,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,1977,WB_WDI_NY_GDP_MKTP_CD,9.49E+10,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,1977,WB_WDI_NY_GDP_MKTP_CD,1.36E+12,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,1977,WB_WDI_NY_GDP_MKTP_CD,5.95E+10,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,1977,WB_WDI_NY_GDP_MKTP_CD,3.22E+11,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,1977,WB_WDI_NY_GDP_MKTP_CD,3.50E+11,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,1977,WB_WDI_NY_GDP_MKTP_CD,2.09E+11,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,1977,WB_WDI_NY_GDP_MKTP_CD,2.07E+11,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,1977,WB_WDI_NY_GDP_MKTP_CD,1.30E+12,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,1977,WB_WDI_NY_GDP_MKTP_CD,2.29E+12,North America,USD,US dollars,A,A,GDP (current US$)
OED,1977,WB_WDI_NY_GDP_MKTP_CD,5.74E+12,OECD members,USD,US dollars,A,A,GDP (current US$)
OSS,1977,WB_WDI_NY_GDP_MKTP_CD,1.08E+10,Other small states,USD,US dollars,A,A,GDP (current US$)
PSS,1977,WB_WDI_NY_GDP_MKTP_CD,1.20E+09,Pacific island small states,USD,US dollars,A,A,GDP (current US$)
PST,1977,WB_WDI_NY_GDP_MKTP_CD,5.60E+12,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1977,WB_WDI_NY_GDP_MKTP_CD,1.38E+11,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SST,1977,WB_WDI_NY_GDP_MKTP_CD,1.81E+10,Small states,USD,US dollars,A,A,GDP (current US$)
SAS,1977,WB_WDI_NY_GDP_MKTP_CD,1.37E+11,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1977,WB_WDI_NY_GDP_MKTP_CD,1.37E+11,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1977,WB_WDI_NY_GDP_MKTP_CD,1.81E+11,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1977,WB_WDI_NY_GDP_MKTP_CD,1.75E+11,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1977,WB_WDI_NY_GDP_MKTP_CD,1.81E+11,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1977,WB_WDI_NY_GDP_MKTP_CD,9.79E+11,Upper middle income,USD,US dollars,A,A,GDP (current US$)
BHS,1962,WB_WDI_NY_GDP_MKTP_CD,2.12E+08,"Bahamas, The",USD,US dollars,A,A,GDP (current US$)
BGD,1962,WB_WDI_NY_GDP_MKTP_CD,5.08E+09,Bangladesh,USD,US dollars,A,A,GDP (current US$)
BRB,1962,WB_WDI_NY_GDP_MKTP_CD,8.88E+07,Barbados,USD,US dollars,A,A,GDP (current US$)
BEL,1962,WB_WDI_NY_GDP_MKTP_CD,1.34E+10,Belgium,USD,US dollars,A,A,GDP (current US$)
BLZ,1962,WB_WDI_NY_GDP_MKTP_CD,3.19E+07,Belize,USD,US dollars,A,A,GDP (current US$)
BEN,1962,WB_WDI_NY_GDP_MKTP_CD,2.36E+08,Benin,USD,US dollars,A,A,GDP (current US$)
BMU,1962,WB_WDI_NY_GDP_MKTP_CD,8.07E+07,Bermuda,USD,US dollars,A,A,GDP (current US$)
BOL,1962,WB_WDI_NY_GDP_MKTP_CD,4.48E+08,Bolivia,USD,US dollars,A,A,GDP (current US$)
BWA,1962,WB_WDI_NY_GDP_MKTP_CD,3.56E+07,Botswana,USD,US dollars,A,A,GDP (current US$)
BRA,1962,WB_WDI_NY_GDP_MKTP_CD,1.92E+10,Brazil,USD,US dollars,A,A,GDP (current US$)
BFA,1962,WB_WDI_NY_GDP_MKTP_CD,3.80E+08,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,1962,WB_WDI_NY_GDP_MKTP_CD,2.14E+08,Burundi,USD,US dollars,A,A,GDP (current US$)
CMR,1962,WB_WDI_NY_GDP_MKTP_CD,6.94E+08,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,1962,WB_WDI_NY_GDP_MKTP_CD,4.23E+10,Canada,USD,US dollars,A,A,GDP (current US$)
CAF,1962,WB_WDI_NY_GDP_MKTP_CD,1.24E+08,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,1962,WB_WDI_NY_GDP_MKTP_CD,3.58E+08,Chad,USD,US dollars,A,A,GDP (current US$)
CHL,1962,WB_WDI_NY_GDP_MKTP_CD,5.77E+09,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,1962,WB_WDI_NY_GDP_MKTP_CD,4.73E+10,China,USD,US dollars,A,A,GDP (current US$)
COL,1962,WB_WDI_NY_GDP_MKTP_CD,4.96E+09,Colombia,USD,US dollars,A,A,GDP (current US$)
COD,1962,WB_WDI_NY_GDP_MKTP_CD,3.78E+09,"Congo, Dem. Rep.",USD,US dollars,A,A,GDP (current US$)
COG,1962,WB_WDI_NY_GDP_MKTP_CD,1.67E+08,"Congo, Rep.",USD,US dollars,A,A,GDP (current US$)
CRI,1962,WB_WDI_NY_GDP_MKTP_CD,4.79E+08,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,1962,WB_WDI_NY_GDP_MKTP_CD,6.45E+08,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
DNK,1962,WB_WDI_NY_GDP_MKTP_CD,7.95E+09,Denmark,USD,US dollars,A,A,GDP (current US$)
DOM,1962,WB_WDI_NY_GDP_MKTP_CD,8.24E+08,Dominican Republic,USD,US dollars,A,A,GDP (current US$)
ECU,1962,WB_WDI_NY_GDP_MKTP_CD,1.52E+09,Ecuador,USD,US dollars,A,A,GDP (current US$)
EGY,1962,WB_WDI_NY_GDP_MKTP_CD,4.04E+09,"Egypt, Arab Rep.",USD,US dollars,A,A,GDP (current US$)
GNQ,1962,WB_WDI_NY_GDP_MKTP_CD,3.73E+07,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
SWZ,1962,WB_WDI_NY_GDP_MKTP_CD,4.59E+07,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,1962,WB_WDI_NY_GDP_MKTP_CD,1.75E+09,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FJI,1962,WB_WDI_NY_GDP_MKTP_CD,1.23E+08,Fiji,USD,US dollars,A,A,GDP (current US$)
FIN,1962,WB_WDI_NY_GDP_MKTP_CD,6.41E+09,Finland,USD,US dollars,A,A,GDP (current US$)
FRA,1962,WB_WDI_NY_GDP_MKTP_CD,7.52E+10,France,USD,US dollars,A,A,GDP (current US$)
GAB,1962,WB_WDI_NY_GDP_MKTP_CD,1.83E+08,Gabon,USD,US dollars,A,A,GDP (current US$)
IBD,1968,WB_WDI_NY_GDP_MKTP_CD,4.84E+11,IBRD only,USD,US dollars,A,A,GDP (current US$)
IBT,1968,WB_WDI_NY_GDP_MKTP_CD,5.58E+11,IDA & IBRD total,USD,US dollars,A,A,GDP (current US$)
IDB,1968,WB_WDI_NY_GDP_MKTP_CD,2.10E+10,IDA blend,USD,US dollars,A,A,GDP (current US$)
IDX,1968,WB_WDI_NY_GDP_MKTP_CD,5.07E+10,IDA only,USD,US dollars,A,A,GDP (current US$)
IDA,1968,WB_WDI_NY_GDP_MKTP_CD,7.01E+10,IDA total,USD,US dollars,A,A,GDP (current US$)
LTE,1968,WB_WDI_NY_GDP_MKTP_CD,2.66E+11,Late-demographic dividend,USD,US dollars,A,A,GDP (current US$)
LCN,1968,WB_WDI_NY_GDP_MKTP_CD,1.44E+11,Latin America & Caribbean,USD,US dollars,A,A,GDP (current US$)
LAC,1968,WB_WDI_NY_GDP_MKTP_CD,1.17E+11,Latin America & Caribbean (excluding high income),USD,US dollars,A,A,GDP (current US$)
TLA,1968,WB_WDI_NY_GDP_MKTP_CD,1.34E+11,Latin America & Caribbean (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
LDC,1968,WB_WDI_NY_GDP_MKTP_CD,4.41E+10,Least developed countries: UN classification,USD,US dollars,A,A,GDP (current US$)
LMY,1968,WB_WDI_NY_GDP_MKTP_CD,4.24E+11,Low & middle income,USD,US dollars,A,A,GDP (current US$)
LIC,1968,WB_WDI_NY_GDP_MKTP_CD,1.86E+10,Low income,USD,US dollars,A,A,GDP (current US$)
LMC,1968,WB_WDI_NY_GDP_MKTP_CD,1.28E+11,Lower middle income,USD,US dollars,A,A,GDP (current US$)
MEA,1968,WB_WDI_NY_GDP_MKTP_CD,5.54E+10,"Middle East, North Africa, Afghanistan & Pakistan",USD,US dollars,A,A,GDP (current US$)
MNA,1968,WB_WDI_NY_GDP_MKTP_CD,4.19E+10,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",USD,US dollars,A,A,GDP (current US$)
TMN,1968,WB_WDI_NY_GDP_MKTP_CD,4.16E+10,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",USD,US dollars,A,A,GDP (current US$)
MIC,1968,WB_WDI_NY_GDP_MKTP_CD,4.07E+11,Middle income,USD,US dollars,A,A,GDP (current US$)
NAC,1968,WB_WDI_NY_GDP_MKTP_CD,1.01E+12,North America,USD,US dollars,A,A,GDP (current US$)
OED,1968,WB_WDI_NY_GDP_MKTP_CD,1.99E+12,OECD members,USD,US dollars,A,A,GDP (current US$)
PST,1968,WB_WDI_NY_GDP_MKTP_CD,1.94E+12,Post-demographic dividend,USD,US dollars,A,A,GDP (current US$)
PRE,1968,WB_WDI_NY_GDP_MKTP_CD,3.74E+10,Pre-demographic dividend,USD,US dollars,A,A,GDP (current US$)
SAS,1968,WB_WDI_NY_GDP_MKTP_CD,6.32E+10,South Asia,USD,US dollars,A,A,GDP (current US$)
TSA,1968,WB_WDI_NY_GDP_MKTP_CD,6.32E+10,South Asia (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
SSF,1968,WB_WDI_NY_GDP_MKTP_CD,5.87E+10,Sub-Saharan Africa,USD,US dollars,A,A,GDP (current US$)
SSA,1968,WB_WDI_NY_GDP_MKTP_CD,5.60E+10,Sub-Saharan Africa (excluding high income),USD,US dollars,A,A,GDP (current US$)
TSS,1968,WB_WDI_NY_GDP_MKTP_CD,5.87E+10,Sub-Saharan Africa (IDA & IBRD),USD,US dollars,A,A,GDP (current US$)
UMC,1968,WB_WDI_NY_GDP_MKTP_CD,2.79E+11,Upper middle income,USD,US dollars,A,A,GDP (current US$)
WLD,1968,WB_WDI_NY_GDP_MKTP_CD,2.48E+12,World,USD,US dollars,A,A,GDP (current US$)
DZA,1968,WB_WDI_NY_GDP_MKTP_CD,3.85E+09,Algeria,USD,US dollars,A,A,GDP (current US$)
ARG,1968,WB_WDI_NY_GDP_MKTP_CD,2.64E+10,Argentina,USD,US dollars,A,A,GDP (current US$)
AUS,1968,WB_WDI_NY_GDP_MKTP_CD,3.28E+10,Australia,USD,US dollars,A,A,GDP (current US$)
AUT,1968,WB_WDI_NY_GDP_MKTP_CD,1.25E+10,Austria,USD,US dollars,A,A,GDP (current US$)
BHS,1968,WB_WDI_NY_GDP_MKTP_CD,4.54E+08,"Bahamas, The",USD,US dollars,A,A,GDP (current US$)
BGD,1968,WB_WDI_NY_GDP_MKTP_CD,7.48E+09,Bangladesh,USD,US dollars,A,A,GDP (current US$)
BRB,1968,WB_WDI_NY_GDP_MKTP_CD,1.26E+08,Barbados,USD,US dollars,A,A,GDP (current US$)
BEL,1968,WB_WDI_NY_GDP_MKTP_CD,2.17E+10,Belgium,USD,US dollars,A,A,GDP (current US$)
BLZ,1968,WB_WDI_NY_GDP_MKTP_CD,4.50E+07,Belize,USD,US dollars,A,A,GDP (current US$)
BEN,1968,WB_WDI_NY_GDP_MKTP_CD,3.26E+08,Benin,USD,US dollars,A,A,GDP (current US$)
BMU,1968,WB_WDI_NY_GDP_MKTP_CD,1.50E+08,Bermuda,USD,US dollars,A,A,GDP (current US$)
BOL,1968,WB_WDI_NY_GDP_MKTP_CD,8.58E+08,Bolivia,USD,US dollars,A,A,GDP (current US$)
BWA,1968,WB_WDI_NY_GDP_MKTP_CD,6.62E+07,Botswana,USD,US dollars,A,A,GDP (current US$)
BEN,1964,WB_WDI_NY_GDP_MKTP_CD,2.70E+08,Benin,USD,US dollars,A,A,GDP (current US$)
BMU,1964,WB_WDI_NY_GDP_MKTP_CD,9.22E+07,Bermuda,USD,US dollars,A,A,GDP (current US$)
BOL,1964,WB_WDI_NY_GDP_MKTP_CD,5.44E+08,Bolivia,USD,US dollars,A,A,GDP (current US$)
BWA,1964,WB_WDI_NY_GDP_MKTP_CD,4.16E+07,Botswana,USD,US dollars,A,A,GDP (current US$)
BRA,1964,WB_WDI_NY_GDP_MKTP_CD,2.10E+10,Brazil,USD,US dollars,A,A,GDP (current US$)
BFA,1964,WB_WDI_NY_GDP_MKTP_CD,4.10E+08,Burkina Faso,USD,US dollars,A,A,GDP (current US$)
BDI,1964,WB_WDI_NY_GDP_MKTP_CD,2.61E+08,Burundi,USD,US dollars,A,A,GDP (current US$)
CMR,1964,WB_WDI_NY_GDP_MKTP_CD,7.77E+08,Cameroon,USD,US dollars,A,A,GDP (current US$)
CAN,1964,WB_WDI_NY_GDP_MKTP_CD,4.95E+10,Canada,USD,US dollars,A,A,GDP (current US$)
CAF,1964,WB_WDI_NY_GDP_MKTP_CD,1.42E+08,Central African Republic,USD,US dollars,A,A,GDP (current US$)
TCD,1964,WB_WDI_NY_GDP_MKTP_CD,3.92E+08,Chad,USD,US dollars,A,A,GDP (current US$)
CHL,1964,WB_WDI_NY_GDP_MKTP_CD,6.07E+09,Chile,USD,US dollars,A,A,GDP (current US$)
CHN,1964,WB_WDI_NY_GDP_MKTP_CD,5.98E+10,China,USD,US dollars,A,A,GDP (current US$)
COL,1964,WB_WDI_NY_GDP_MKTP_CD,5.97E+09,Colombia,USD,US dollars,A,A,GDP (current US$)
COD,1964,WB_WDI_NY_GDP_MKTP_CD,2.88E+09,"Congo, Dem. Rep.",USD,US dollars,A,A,GDP (current US$)
COG,1964,WB_WDI_NY_GDP_MKTP_CD,1.86E+08,"Congo, Rep.",USD,US dollars,A,A,GDP (current US$)
CRI,1964,WB_WDI_NY_GDP_MKTP_CD,5.43E+08,Costa Rica,USD,US dollars,A,A,GDP (current US$)
CIV,1964,WB_WDI_NY_GDP_MKTP_CD,9.21E+08,Côte d?�Ivoire,USD,US dollars,A,A,GDP (current US$)
DNK,1964,WB_WDI_NY_GDP_MKTP_CD,9.68E+09,Denmark,USD,US dollars,A,A,GDP (current US$)
DOM,1964,WB_WDI_NY_GDP_MKTP_CD,1.03E+09,Dominican Republic,USD,US dollars,A,A,GDP (current US$)
ECU,1964,WB_WDI_NY_GDP_MKTP_CD,2.24E+09,Ecuador,USD,US dollars,A,A,GDP (current US$)
EGY,1964,WB_WDI_NY_GDP_MKTP_CD,4.71E+09,"Egypt, Arab Rep.",USD,US dollars,A,A,GDP (current US$)
GNQ,1964,WB_WDI_NY_GDP_MKTP_CD,5.19E+07,Equatorial Guinea,USD,US dollars,A,A,GDP (current US$)
SWZ,1964,WB_WDI_NY_GDP_MKTP_CD,6.50E+07,Eswatini,USD,US dollars,A,A,GDP (current US$)
ETH,1964,WB_WDI_NY_GDP_MKTP_CD,1.98E+09,Ethiopia,USD,US dollars,A,A,GDP (current US$)
FJI,1964,WB_WDI_NY_GDP_MKTP_CD,1.40E+08,Fiji,USD,US dollars,A,A,GDP (current US$)
FIN,1964,WB_WDI_NY_GDP_MKTP_CD,7.85E+09,Finland,USD,US dollars,A,A,GDP (current US$)
FRA,1964,WB_WDI_NY_GDP_MKTP_CD,9.34E+10,France,USD,US dollars,A,A,GDP (current US$)
GAB,1964,WB_WDI_NY_GDP_MKTP_CD,2.16E+08,Gabon,USD,US dollars,A,A,GDP (current US$)
DEU,1964,WB_WDI_NY_GDP_MKTP_CD,1.23E+11,Germany,USD,US dollars,A,A,GDP (current US$)
GHA,1964,WB_WDI_NY_GDP_MKTP_CD,1.73E+09,Ghana,USD,US dollars,A,A,GDP (current US$)
SAU,1960,WB_WDI_NY_GDP_MKTP_CD,1.75E+09,Saudi Arabia,USD,US dollars,A,A,GDP (current US$)
SEN,1960,WB_WDI_NY_GDP_MKTP_CD,1.00E+09,Senegal,USD,US dollars,A,A,GDP (current US$)
SYC,1960,WB_WDI_NY_GDP_MKTP_CD,1.20E+07,Seychelles,USD,US dollars,A,A,GDP (current US$)
SLE,1960,WB_WDI_NY_GDP_MKTP_CD,3.22E+08,Sierra Leone,USD,US dollars,A,A,GDP (current US$)
SGP,1960,WB_WDI_NY_GDP_MKTP_CD,7.05E+08,Singapore,USD,US dollars,A,A,GDP (current US$)
SOM,1960,WB_WDI_NY_GDP_MKTP_CD,1.80E+08,Federal Republic of Somalia,USD,US dollars,A,A,GDP (current US$)
ZAF,1960,WB_WDI_NY_GDP_MKTP_CD,8.75E+09,South Africa,USD,US dollars,A,A,GDP (current US$)
ESP,1960,WB_WDI_NY_GDP_MKTP_CD,1.24E+10,Spain,USD,US dollars,A,A,GDP (current US$)
LKA,1960,WB_WDI_NY_GDP_MKTP_CD,1.41E+09,Sri Lanka,USD,US dollars,A,A,GDP (current US$)
KNA,1960,WB_WDI_NY_GDP_MKTP_CD,1.24E+07,St. Kitts and Nevis,USD,US dollars,A,A,GDP (current US$)
VCT,1960,WB_WDI_NY_GDP_MKTP_CD,1.31E+07,St. Vincent and the Grenadines,USD,US dollars,A,A,GDP (current US$)
SDN,1960,WB_WDI_NY_GDP_MKTP_CD,1.13E+09,Sudan,USD,US dollars,A,A,GDP (current US$)
SUR,1960,WB_WDI_NY_GDP_MKTP_CD,9.97E+07,Suriname,USD,US dollars,A,A,GDP (current US$)
